mes,numero,dia_semana,dia_num,nombre_cliente,apellido_cliente,agencia,tipo_pasapalo,cantidad,costo_unitario,precio_por_pasapalo,total_a_pagar,ubicacion_agencia,mantenimiento_agencia
enero,1788,miercoles,12,Miguel,Torres,la gloria,7,84,0.52,4.78,401.52,cucuta,637
enero,9728,jueves,7,Juan,Jimenez,la gloria,2,22,0.83,3.38,74.36,caracas,637
febrero,8023,lunes,13,Valentina,Sanchez,la gloria,5,24,1.23,1.96,47.04,caracas,792
marzo,1589,sabado,7,Andrea,Martinez,la gloria,0,20,1.25,3.24,64.8,valencia,703
febrero,1378,lunes,6,Andrea,Rodriguez,la gloria,6,82,0.65,4.25,348.5,san cristobal,792
febrero,1212,domingo,14,Miguel,Rodriguez,la gloria,4,20,1.8,4.88,97.6,san cristobal,792
enero,2743,miercoles,18,Miguel,Perez,la gloria,7,34,0.52,4.78,162.52,san cristobal,637
enero,8517,lunes,2,Mia,Soto,la gloria,4,56,1.8,4.88,273.28,cucuta,637
febrero,8083,jueves,26,Samantha,Rodriguez,la gloria,4,2,1.8,4.88,9.76,valencia,792
marzo,1125,miercoles,29,Samantha,Sanchez,la gloria,6,17,0.65,4.25,72.25,valencia,703
febrero,3289,viernes,2,Pedro,Martinez,la gloria,4,50,1.8,4.88,244.0,san cristobal,792
enero,2962,lunes,4,Andrea,Garcia,la gloria,2,100,0.83,3.38,338.0,san cristobal,637
enero,8980,lunes,6,Valentina,Lopez,la gloria,2,94,0.83,3.38,317.72,caracas,637
febrero,3633,jueves,17,Pedro,Rodriguez,la gloria,1,23,0.87,4.34,99.82,caracas,792
enero,7401,sabado,6,Lucas,Sanchez,la gloria,0,66,1.25,3.24,213.84,valencia,637
marzo,4530,miercoles,12,Sofía,Rodriguez,la gloria,7,37,0.52,4.78,176.86,cucuta,703
febrero,3633,viernes,13,Pedro,Rodriguez,la gloria,3,98,1.69,4.74,464.52,san cristobal,792
marzo,5496,sabado,13,Juan,Perez,la gloria,3,92,1.69,4.74,436.08,cucuta,703
febrero,6091,domingo,22,Samantha,Jimenez,la gloria,2,68,0.83,3.38,229.84,valencia,792
marzo,5368,lunes,15,Miguel,Gonzalez,la gloria,2,3,0.83,3.38,10.14,cucuta,703
enero,1212,domingo,20,Miguel,Rodriguez,la gloria,2,97,0.83,3.38,327.86,cucuta,637
febrero,6715,martes,24,Lucas,Perez,la gloria,5,42,1.23,1.96,82.32,caracas,792
febrero,1161,miercoles,26,Isabella,Perez,la gloria,6,55,0.65,4.25,233.75,valencia,792
febrero,7305,domingo,6,Miguel,Garcia,la gloria,6,17,0.65,4.25,72.25,san cristobal,792
enero,1886,sabado,22,Juan,Lopez,la fortuna,3,51,1.69,4.74,241.74,caracas,742
marzo,1928,sabado,18,Lucas,Gonzalez,la fortuna,4,97,1.8,4.88,473.36,san cristobal,788
febrero,6136,sabado,8,Andrea,Soto,la fortuna,6,16,0.65,4.25,68.0,valencia,739
marzo,8517,miercoles,3,Mia,Soto,la fortuna,6,20,0.65,4.25,85.0,san cristobal,788
enero,1161,miercoles,15,Isabella,Perez,la fortuna,0,37,1.25,3.24,119.88,san cristobal,742
febrero,1879,sabado,23,Pedro,Garcia,la fortuna,6,67,0.65,4.25,284.75,cucuta,739
febrero,1469,lunes,13,Juan,Rodriguez,la fortuna,3,1,1.69,4.74,4.74,cucuta,739
enero,7618,jueves,23,Pedro,Soto,la fortuna,6,63,0.65,4.25,267.75,valencia,742
febrero,7167,domingo,21,Isabella,Gonzalez,la fortuna,7,75,0.52,4.78,358.5,cucuta,739
marzo,6333,sabado,8,Isabella,Garcia,la fortuna,6,76,0.65,4.25,323.0,valencia,788
enero,6630,viernes,27,Mia,Martinez,la fortuna,7,53,0.52,4.78,253.34,san cristobal,742
enero,6270,martes,15,Sofía,Sanchez,la fortuna,4,35,1.8,4.88,170.8,valencia,742
marzo,7401,miercoles,18,Lucas,Sanchez,la fortuna,0,38,1.25,3.24,123.12,cucuta,788
febrero,8778,lunes,14,Samantha,Perez,la fortuna,4,26,1.8,4.88,126.88,valencia,739
marzo,1879,jueves,10,Pedro,Garcia,la fortuna,5,55,1.23,1.96,107.8,caracas,788
enero,3633,sabado,6,Pedro,Rodriguez,la fortuna,3,17,1.69,4.74,80.58,caracas,742
febrero,4574,jueves,18,Sofía,Perez,la fortuna,0,25,1.25,3.24,81.0,san cristobal,739
enero,5496,lunes,11,Juan,Perez,la fortuna,5,44,1.23,1.96,86.24,cucuta,742
febrero,1788,miercoles,25,Miguel,Torres,la fortuna,1,31,0.87,4.34,134.54,caracas,739
enero,1125,miercoles,10,Samantha,Sanchez,la fortuna,3,86,1.69,4.74,407.64,san cristobal,742
marzo,6843,miercoles,7,Andrea,Lopez,la fortuna,3,6,1.69,4.74,28.44,cucuta,788
febrero,7522,viernes,19,Samantha,Soto,la fortuna,3,57,1.69,4.74,270.18,valencia,739
febrero,6843,martes,20,Andrea,Lopez,la fortuna,4,23,1.8,4.88,112.24,caracas,739
febrero,3307,miercoles,25,Mia,Gonzalez,la fortuna,4,10,1.8,4.88,48.8,cucuta,739
febrero,7118,martes,7,Pedro,Perez,la fortuna,6,3,0.65,4.25,12.75,san cristobal,739
febrero,1067,lunes,15,Lucas,Garcia,la fortuna,3,52,1.69,4.74,246.48,san cristobal,739
enero,8083,domingo,16,Samantha,Rodriguez,la fortuna,7,13,0.52,4.78,62.14,san cristobal,742
marzo,9619,lunes,29,Miguel,Jimenez,la fortuna,1,13,0.87,4.34,56.42,san cristobal,788
febrero,7242,viernes,4,Lucas,Jimenez,la fortuna,0,65,1.25,3.24,210.6,san cristobal,739
marzo,7305,miercoles,13,Miguel,Garcia,la fortuna,4,73,1.8,4.88,356.24,caracas,788
enero,8778,sabado,17,Samantha,Perez,la fortuna,4,66,1.8,4.88,322.08,cucuta,742
marzo,8247,lunes,5,Sofía,Gonzalez,la fortuna,1,65,0.87,4.34,282.1,caracas,788
febrero,8182,jueves,14,Juan,Torres,la fortuna,7,61,0.52,4.78,291.58,cucuta,739
marzo,8240,sabado,30,Juan,Gonzalez,la fortuna,4,83,1.8,4.88,405.04,valencia,788
marzo,4521,lunes,23,Isabella,Sanchez,la fortuna,2,38,0.83,3.38,128.44,san cristobal,788
enero,1953,jueves,13,Isabella,Jimenez,la fortuna,3,29,1.69,4.74,137.46,cucuta,742
febrero,7618,sabado,23,Pedro,Soto,la fortuna,7,57,0.52,4.78,272.46,cucuta,739
enero,8247,domingo,7,Sofía,Gonzalez,la fortuna,0,22,1.25,3.24,71.28,valencia,742
enero,6023,jueves,12,Lucas,Martinez,la fortuna,7,41,0.52,4.78,195.98,caracas,742
enero,8240,lunes,5,Juan,Gonzalez,la fortuna,0,38,1.25,3.24,123.12,caracas,742
febrero,6843,jueves,3,Andrea,Lopez,la fortuna,0,87,1.25,3.24,281.88,san cristobal,739
febrero,8376,martes,9,Samantha,Gonzalez,la fortuna,6,51,0.65,4.25,216.75,cucuta,739
enero,2678,jueves,5,Andrea,Sanchez,la fortuna,1,64,0.87,4.34,277.76,valencia,742
marzo,1879,miercoles,13,Pedro,Garcia,la fortuna,1,2,0.87,4.34,8.68,valencia,788
febrero,3307,sabado,25,Mia,Gonzalez,la fortuna,0,100,1.25,3.24,324.0,cucuta,739
enero,4712,viernes,27,Pedro,Gonzalez,la fortuna,7,81,0.52,4.78,387.18,caracas,742
enero,5815,viernes,30,Lucas,Soto,la fortuna,2,18,0.83,3.38,60.84,caracas,742
marzo,2678,martes,19,Andrea,Sanchez,la fortuna,6,69,0.65,4.25,293.25,san cristobal,788
enero,9771,martes,2,Valentina,Martinez,la fortuna,0,49,1.25,3.24,158.76,valencia,742
febrero,1161,sabado,27,Isabella,Perez,la fortuna,6,100,0.65,4.25,425.0,caracas,739
marzo,1067,jueves,28,Lucas,Garcia,el exito,5,99,1.23,1.96,194.04,valencia,756
marzo,7618,domingo,18,Pedro,Soto,el exito,3,30,1.69,4.74,142.2,valencia,756
febrero,6091,miercoles,3,Samantha,Jimenez,el exito,0,51,1.25,3.24,165.24,caracas,771
febrero,4309,jueves,4,Valentina,Torres,el exito,5,12,1.23,1.96,23.52,valencia,771
marzo,4521,sabado,25,Isabella,Sanchez,el exito,4,89,1.8,4.88,434.32,caracas,756
febrero,1886,martes,18,Juan,Lopez,el exito,2,69,0.83,3.38,233.22,caracas,771
enero,1757,viernes,14,Miguel,Martinez,el exito,7,23,0.52,4.78,109.94,san cristobal,562
marzo,7618,sabado,7,Pedro,Soto,el exito,3,42,1.69,4.74,199.08,cucuta,756
enero,1928,viernes,16,Lucas,Gonzalez,el exito,3,48,1.69,4.74,227.52,san cristobal,562
enero,1656,jueves,8,Andrea,Perez,el exito,4,51,1.8,4.88,248.88,san cristobal,562
febrero,6715,domingo,27,Lucas,Perez,el exito,4,41,1.8,4.88,200.08,caracas,771
febrero,7242,martes,24,Lucas,Jimenez,el exito,7,87,0.52,4.78,415.86,valencia,771
enero,4179,sabado,24,Valentina,Jimenez,el exito,6,40,0.65,4.25,170.0,cucuta,562
enero,1876,domingo,13,Lucas,Lopez,el exito,7,56,0.52,4.78,267.68,caracas,562
enero,1067,sabado,6,Lucas,Garcia,el exito,5,59,1.23,1.96,115.64,caracas,562
marzo,6047,lunes,27,Valentina,Perez,el exito,6,3,0.65,4.25,12.75,valencia,756
enero,6790,miercoles,27,Sofía,Jimenez,el exito,7,32,0.52,4.78,152.96,caracas,562
febrero,4521,martes,18,Isabella,Sanchez,el exito,2,9,0.83,3.38,30.42,valencia,771
enero,1244,jueves,13,Valentina,Garcia,el exito,5,2,1.23,1.96,3.92,valencia,562
enero,4516,sabado,2,Samantha,Lopez,el exito,6,33,0.65,4.25,140.25,valencia,562
enero,2962,sabado,30,Andrea,Garcia,el exito,2,62,0.83,3.38,209.56,san cristobal,562
enero,1125,miercoles,10,Samantha,Sanchez,el exito,3,92,1.69,4.74,436.08,caracas,562
enero,3307,jueves,19,Mia,Gonzalez,el exito,3,80,1.69,4.74,379.2,san cristobal,562
febrero,4480,martes,4,Juan,Sanchez,el exito,7,94,0.52,4.78,449.32,san cristobal,771
enero,8182,sabado,17,Juan,Torres,el exito,0,67,1.25,3.24,217.08,caracas,562
marzo,7171,jueves,15,Sofía,Martinez,el exito,7,44,0.52,4.78,210.32,san cristobal,756
enero,7167,lunes,6,Isabella,Gonzalez,el exito,3,10,1.69,4.74,47.4,san cristobal,562
enero,8377,jueves,7,Mia,Jimenez,el exito,1,43,0.87,4.34,186.62,caracas,562
febrero,1125,martes,21,Samantha,Sanchez,el exito,7,26,0.52,4.78,124.28,cucuta,771
febrero,1378,sabado,22,Andrea,Rodriguez,el exito,3,44,1.69,4.74,208.56,valencia,771
febrero,1886,jueves,5,Juan,Lopez,el exito,7,82,0.52,4.78,391.96,valencia,771
enero,6790,miercoles,19,Sofía,Jimenez,el exito,6,42,0.65,4.25,178.5,caracas,562
enero,6333,miercoles,25,Isabella,Garcia,el exito,2,29,0.83,3.38,98.02,san cristobal,562
febrero,4480,viernes,11,Juan,Sanchez,el exito,2,32,0.83,3.38,108.16,valencia,771
enero,4053,jueves,27,Isabella,Martinez,el exito,6,24,0.65,4.25,102.0,caracas,562
enero,6136,martes,1,Andrea,Soto,el exito,0,83,1.25,3.24,268.92,valencia,562
enero,9499,miercoles,6,Isabella,Rodriguez,el exito,4,94,1.8,4.88,458.72,valencia,562
enero,4480,domingo,25,Juan,Sanchez,el exito,5,9,1.23,1.96,17.64,cucuta,562
febrero,4574,jueves,9,Sofía,Perez,el exito,7,16,0.52,4.78,76.48,caracas,771
febrero,7242,miercoles,22,Lucas,Jimenez,el exito,3,49,1.69,4.74,232.26,caracas,771
febrero,9771,martes,1,Valentina,Martinez,el exito,7,56,0.52,4.78,267.68,san cristobal,771
enero,2531,domingo,14,Lucas,Torres,el exito,2,44,0.83,3.38,148.72,cucuta,562
febrero,7167,domingo,22,Isabella,Gonzalez,el exito,3,91,1.69,4.74,431.34,valencia,771
marzo,5774,martes,1,Mia,Rodriguez,el exito,6,10,0.65,4.25,42.5,valencia,756
marzo,7167,lunes,14,Isabella,Gonzalez,el exito,6,79,0.65,4.25,335.75,valencia,756
marzo,4530,domingo,20,Sofía,Rodriguez,el exito,2,46,0.83,3.38,155.48,cucuta,756
marzo,7328,jueves,4,Juan,Soto,el exito,7,22,0.52,4.78,105.16,san cristobal,756
marzo,6025,jueves,9,Samantha,Garcia,el exito,2,2,0.83,3.38,6.76,caracas,756
marzo,8182,lunes,21,Juan,Torres,el exito,0,53,1.25,3.24,171.72,san cristobal,756
marzo,2743,viernes,28,Miguel,Perez,el exito,5,69,1.23,1.96,135.24,san cristobal,756
marzo,8980,lunes,17,Valentina,Lopez,la prosperidad,4,5,1.8,4.88,24.4,caracas,672
febrero,9731,lunes,10,Andrea,Gonzalez,la prosperidad,4,91,1.8,4.88,444.08,valencia,519
febrero,9178,domingo,24,Isabella,Lopez,la prosperidad,1,47,0.87,4.34,203.98,valencia,519
marzo,8697,miercoles,7,Sofía,Lopez,la prosperidad,3,99,1.69,4.74,469.26,caracas,672
febrero,8718,viernes,13,Pedro,Jimenez,la prosperidad,5,71,1.23,1.96,139.16,cucuta,519
febrero,3633,miercoles,15,Pedro,Rodriguez,la prosperidad,5,16,1.23,1.96,31.36,cucuta,519
enero,6333,martes,7,Isabella,Garcia,la prosperidad,5,47,1.23,1.96,92.12,san cristobal,770
enero,5368,sabado,15,Miguel,Gonzalez,la prosperidad,2,17,0.83,3.38,57.46,valencia,770
febrero,1244,miercoles,2,Valentina,Garcia,la prosperidad,4,50,1.8,4.88,244.0,caracas,519
marzo,8182,viernes,5,Juan,Torres,la prosperidad,6,53,0.65,4.25,225.25,san cristobal,672
febrero,1125,sabado,13,Samantha,Sanchez,la prosperidad,6,19,0.65,4.25,80.75,cucuta,519
marzo,9499,martes,16,Isabella,Rodriguez,la prosperidad,1,5,0.87,4.34,21.7,valencia,672
marzo,1928,sabado,4,Lucas,Gonzalez,la prosperidad,0,42,1.25,3.24,136.08,cucuta,672
marzo,1656,jueves,8,Andrea,Perez,la prosperidad,0,43,1.25,3.24,139.32,cucuta,672
enero,5496,martes,13,Juan,Perez,la prosperidad,6,30,0.65,4.25,127.5,valencia,770
enero,2011,domingo,24,Miguel,Sanchez,la prosperidad,2,4,0.83,3.38,13.52,cucuta,770
febrero,7171,jueves,25,Sofía,Martinez,la prosperidad,3,49,1.69,4.74,232.26,valencia,519
febrero,9771,martes,15,Valentina,Martinez,la prosperidad,1,15,0.87,4.34,65.1,cucuta,519
febrero,4309,jueves,16,Valentina,Torres,la prosperidad,7,69,0.52,4.78,329.82,caracas,519
febrero,4574,lunes,14,Sofía,Perez,la prosperidad,4,61,1.8,4.88,297.68,san cristobal,519
marzo,8452,viernes,1,Mia,Torres,la prosperidad,7,33,0.52,4.78,157.74,caracas,672
febrero,4480,sabado,21,Juan,Sanchez,la prosperidad,3,16,1.69,4.74,75.84,caracas,519
marzo,1928,jueves,11,Lucas,Gonzalez,la prosperidad,0,20,1.25,3.24,64.8,caracas,672
febrero,7067,sabado,23,Pedro,Torres,la prosperidad,7,62,0.52,4.78,296.36,san cristobal,519
enero,2678,domingo,6,Andrea,Sanchez,la prosperidad,4,11,1.8,4.88,53.68,caracas,770
febrero,8377,domingo,26,Mia,Jimenez,la prosperidad,4,30,1.8,4.88,146.4,caracas,519
febrero,6790,martes,12,Sofía,Jimenez,la prosperidad,3,79,1.69,4.74,374.46,cucuta,519
febrero,8182,viernes,14,Juan,Torres,la prosperidad,2,48,0.83,3.38,162.24,valencia,519
febrero,2962,martes,24,Andrea,Garcia,la prosperidad,2,20,0.83,3.38,67.6,caracas,519
febrero,6630,lunes,8,Mia,Martinez,la prosperidad,3,11,1.69,4.74,52.14,cucuta,519
enero,3168,jueves,27,Samantha,Torres,la prosperidad,3,13,1.69,4.74,61.62,caracas,770
enero,7328,viernes,19,Juan,Soto,la prosperidad,4,28,1.8,4.88,136.64,valencia,770
febrero,8343,miercoles,2,Lucas,Rodriguez,la prosperidad,5,69,1.23,1.96,135.24,san cristobal,519
marzo,5496,domingo,27,Juan,Perez,la prosperidad,4,47,1.8,4.88,229.36,caracas,672
febrero,6715,martes,10,Lucas,Perez,la prosperidad,6,58,0.65,4.25,246.5,caracas,519
enero,1212,domingo,11,Miguel,Rodriguez,la prosperidad,3,97,1.69,4.74,459.78,cucuta,770
enero,9728,miercoles,21,Juan,Jimenez,la prosperidad,7,71,0.52,4.78,339.38,cucuta,770
marzo,1067,sabado,18,Lucas,Garcia,la prosperidad,5,5,1.23,1.96,9.8,caracas,672
marzo,6270,jueves,25,Sofía,Sanchez,la prosperidad,4,80,1.8,4.88,390.4,cucuta,672
febrero,7618,jueves,14,Pedro,Soto,la prosperidad,0,41,1.25,3.24,132.84,cucuta,519
marzo,6630,viernes,27,Mia,Martinez,la prosperidad,1,67,0.87,4.34,290.78,cucuta,672
enero,1879,miercoles,25,Pedro,Garcia,la prosperidad,5,70,1.23,1.96,137.2,caracas,770
febrero,7167,sabado,5,Isabella,Gonzalez,la prosperidad,1,61,0.87,4.34,264.74,cucuta,519
marzo,1212,jueves,15,Miguel,Rodriguez,la prosperidad,6,36,0.65,4.25,153.0,caracas,672
febrero,6843,domingo,9,Andrea,Lopez,la prosperidad,7,36,0.52,4.78,172.08,cucuta,519
febrero,4235,sabado,8,Mia,Lopez,la prosperidad,5,57,1.23,1.96,111.72,san cristobal,519
marzo,7118,martes,12,Pedro,Perez,la prosperidad,7,19,0.52,4.78,90.82,san cristobal,672
enero,1469,viernes,30,Juan,Rodriguez,la prosperidad,6,8,0.65,4.25,34.0,valencia,770
marzo,8472,sabado,12,Andrea,Torres,la prosperidad,7,43,0.52,4.78,205.54,caracas,672
marzo,8517,lunes,8,Mia,Soto,la prosperidad,6,19,0.65,4.25,80.75,caracas,672
marzo,9401,sabado,23,Sofía,Soto,la gracia,0,72,1.25,3.24,233.28,caracas,728
enero,4480,jueves,22,Juan,Sanchez,la gracia,3,22,1.69,4.74,104.28,cucuta,563
enero,8472,miercoles,8,Andrea,Torres,la gracia,4,17,1.8,4.88,82.96,caracas,563
marzo,1953,lunes,2,Isabella,Jimenez,la gracia,3,14,1.69,4.74,66.36,cucuta,728
febrero,8980,martes,3,Valentina,Lopez,la gracia,4,48,1.8,4.88,234.24,cucuta,597
enero,1928,martes,29,Lucas,Gonzalez,la gracia,2,28,0.83,3.38,94.64,valencia,563
enero,2678,domingo,16,Andrea,Sanchez,la gracia,5,12,1.23,1.96,23.52,cucuta,563
marzo,4235,domingo,14,Mia,Lopez,la gracia,6,1,0.65,4.25,4.25,valencia,728
febrero,8240,domingo,6,Juan,Gonzalez,la gracia,5,10,1.23,1.96,19.6,valencia,597
enero,4480,miercoles,24,Juan,Sanchez,la gracia,2,54,0.83,3.38,182.52,cucuta,563
enero,9731,martes,2,Andrea,Gonzalez,la gracia,6,19,0.65,4.25,80.75,cucuta,563
marzo,1757,martes,16,Miguel,Martinez,la gracia,2,77,0.83,3.38,260.26,valencia,728
marzo,7118,martes,24,Pedro,Perez,la gracia,2,5,0.83,3.38,16.9,caracas,728
marzo,4179,miercoles,10,Valentina,Jimenez,la gracia,0,18,1.25,3.24,58.32,valencia,728
febrero,1879,lunes,24,Pedro,Garcia,la gracia,6,1,0.65,4.25,4.25,san cristobal,597
enero,2962,martes,29,Andrea,Garcia,la gracia,2,63,0.83,3.38,212.94,cucuta,563
marzo,4053,miercoles,27,Isabella,Martinez,la gracia,4,30,1.8,4.88,146.4,valencia,728
enero,9184,miercoles,25,Isabella,Torres,la gracia,2,51,0.83,3.38,172.38,valencia,563
febrero,6737,viernes,21,Miguel,Lopez,la gracia,2,66,0.83,3.38,223.08,valencia,597
enero,2962,domingo,24,Andrea,Garcia,la gracia,6,94,0.65,4.25,399.5,caracas,563
marzo,2962,domingo,28,Andrea,Garcia,la gracia,0,9,1.25,3.24,29.16,san cristobal,728
marzo,8452,jueves,22,Mia,Torres,la gracia,2,99,0.83,3.38,334.62,valencia,728
enero,9731,viernes,1,Andrea,Gonzalez,la gracia,6,68,0.65,4.25,289.0,cucuta,563
enero,6270,domingo,12,Sofía,Sanchez,la gracia,4,21,1.8,4.88,102.48,san cristobal,563
febrero,7805,domingo,26,Valentina,Soto,la gracia,2,33,0.83,3.38,111.54,caracas,597
marzo,7955,viernes,6,Pedro,Sanchez,la gracia,1,82,0.87,4.34,355.88,caracas,728
marzo,1953,sabado,30,Isabella,Jimenez,la gracia,5,99,1.23,1.96,194.04,san cristobal,728
febrero,1645,jueves,11,Juan,Garcia,la gracia,0,41,1.25,3.24,132.84,san cristobal,597
marzo,7955,viernes,28,Pedro,Sanchez,la gracia,3,49,1.69,4.74,232.26,san cristobal,728
marzo,1067,martes,6,Lucas,Garcia,la gracia,2,55,0.83,3.38,185.9,cucuta,728
enero,9632,miercoles,3,Isabella,Soto,la gracia,5,64,1.23,1.96,125.44,caracas,563
enero,5368,miercoles,8,Miguel,Gonzalez,la gracia,7,76,0.52,4.78,363.28,valencia,563
enero,9178,sabado,28,Isabella,Lopez,la gracia,1,82,0.87,4.34,355.88,san cristobal,563
enero,5815,miercoles,26,Lucas,Soto,la gracia,3,3,1.69,4.74,14.22,valencia,563
enero,9619,domingo,10,Miguel,Jimenez,la gracia,3,56,1.69,4.74,265.44,valencia,563
marzo,8980,sabado,24,Valentina,Lopez,la gracia,2,1,0.83,3.38,3.38,san cristobal,728
febrero,7805,miercoles,5,Valentina,Soto,la gracia,5,90,1.23,1.96,176.4,cucuta,597
febrero,8343,miercoles,2,Lucas,Rodriguez,la gracia,7,74,0.52,4.78,353.72,valencia,597
marzo,7819,lunes,5,Mia,Sanchez,la gracia,0,4,1.25,3.24,12.96,valencia,728
marzo,7751,viernes,12,Mia,Garcia,la gracia,7,60,0.52,4.78,286.8,valencia,728
febrero,6270,domingo,9,Sofía,Sanchez,la gracia,6,85,0.65,4.25,361.25,san cristobal,597
enero,7401,sabado,10,Lucas,Sanchez,la gracia,5,77,1.23,1.96,150.92,caracas,563
marzo,6091,lunes,29,Samantha,Jimenez,la gracia,0,12,1.25,3.24,38.88,san cristobal,728
enero,9401,domingo,24,Sofía,Soto,la gracia,5,93,1.23,1.96,182.28,san cristobal,563
enero,6843,martes,20,Andrea,Lopez,la gracia,3,86,1.69,4.74,407.64,valencia,563
marzo,9178,viernes,2,Isabella,Lopez,la gracia,0,80,1.25,3.24,259.2,san cristobal,728
enero,6270,domingo,21,Sofía,Sanchez,la gracia,4,53,1.8,4.88,258.64,caracas,563
enero,5496,miercoles,11,Juan,Perez,la gracia,0,62,1.25,3.24,200.88,valencia,563
febrero,4235,martes,12,Mia,Lopez,la gracia,2,86,0.83,3.38,290.68,caracas,597
febrero,8377,sabado,1,Mia,Jimenez,la gracia,4,92,1.8,4.88,448.96,caracas,597
marzo,8697,domingo,1,Sofía,Lopez,el triunfo,2,78,0.83,3.38,263.64,caracas,706
marzo,5815,martes,6,Lucas,Soto,el triunfo,5,26,1.23,1.96,50.96,valencia,706
marzo,2608,miercoles,15,Valentina,Gonzalez,el triunfo,7,30,0.52,4.78,143.4,caracas,706
marzo,8980,domingo,19,Valentina,Lopez,el triunfo,3,42,1.69,4.74,199.08,cucuta,706
febrero,7328,sabado,10,Juan,Soto,el triunfo,3,97,1.69,4.74,459.78,caracas,567
enero,9728,domingo,29,Juan,Jimenez,el triunfo,7,79,0.52,4.78,377.62,caracas,624
marzo,9178,domingo,13,Isabella,Lopez,el triunfo,7,87,0.52,4.78,415.86,cucuta,706
febrero,9178,lunes,10,Isabella,Lopez,el triunfo,0,66,1.25,3.24,213.84,caracas,567
febrero,1161,jueves,28,Isabella,Perez,el triunfo,2,84,0.83,3.38,283.92,caracas,567
marzo,4530,miercoles,26,Sofía,Rodriguez,el triunfo,1,42,0.87,4.34,182.28,valencia,706
marzo,1788,viernes,16,Miguel,Torres,el triunfo,4,67,1.8,4.88,326.96,san cristobal,706
febrero,4574,miercoles,4,Sofía,Perez,el triunfo,0,33,1.25,3.24,106.92,san cristobal,567
marzo,9632,lunes,22,Isabella,Soto,el triunfo,1,97,0.87,4.34,420.98,san cristobal,706
enero,1788,martes,17,Miguel,Torres,el triunfo,4,65,1.8,4.88,317.2,cucuta,624
marzo,2678,sabado,21,Andrea,Sanchez,el triunfo,3,54,1.69,4.74,255.96,valencia,706
febrero,2519,viernes,11,Mia,Perez,el triunfo,5,77,1.23,1.96,150.92,caracas,567
febrero,3307,miercoles,1,Mia,Gonzalez,el triunfo,1,78,0.87,4.34,338.52,san cristobal,567
enero,6630,jueves,22,Mia,Martinez,el triunfo,7,88,0.52,4.78,420.64,cucuta,624
marzo,2962,jueves,18,Andrea,Garcia,el triunfo,3,69,1.69,4.74,327.06,caracas,706
febrero,7067,martes,21,Pedro,Torres,el triunfo,0,42,1.25,3.24,136.08,san cristobal,567
enero,7955,martes,17,Pedro,Sanchez,el triunfo,3,55,1.69,4.74,260.7,san cristobal,624
febrero,6843,martes,2,Andrea,Lopez,el triunfo,7,2,0.52,4.78,9.56,valencia,567
enero,1788,lunes,26,Miguel,Torres,el triunfo,7,18,0.52,4.78,86.04,caracas,624
febrero,1886,domingo,15,Juan,Lopez,el triunfo,0,81,1.25,3.24,262.44,san cristobal,567
enero,2608,miercoles,10,Valentina,Gonzalez,el triunfo,6,10,0.65,4.25,42.5,valencia,624
marzo,7211,sabado,8,Sofía,Torres,el triunfo,3,21,1.69,4.74,99.54,cucuta,706
febrero,2678,domingo,4,Andrea,Sanchez,el triunfo,6,67,0.65,4.25,284.75,san cristobal,567
enero,2608,miercoles,27,Valentina,Gonzalez,el triunfo,0,35,1.25,3.24,113.4,valencia,624
enero,6136,miercoles,18,Andrea,Soto,el triunfo,4,63,1.8,4.88,307.44,san cristobal,624
febrero,1928,domingo,5,Lucas,Gonzalez,el triunfo,0,67,1.25,3.24,217.08,caracas,567
marzo,1876,viernes,26,Lucas,Lopez,el triunfo,5,87,1.23,1.96,170.52,valencia,706
enero,8376,martes,13,Samantha,Gonzalez,el triunfo,6,55,0.65,4.25,233.75,valencia,624
febrero,1645,miercoles,15,Juan,Garcia,el triunfo,1,55,0.87,4.34,238.7,san cristobal,567
marzo,6047,miercoles,6,Valentina,Perez,el triunfo,7,30,0.52,4.78,143.4,san cristobal,706
enero,7401,domingo,9,Lucas,Sanchez,el triunfo,6,11,0.65,4.25,46.75,caracas,624
marzo,1656,lunes,19,Andrea,Perez,el triunfo,2,72,0.83,3.38,243.36,caracas,706
enero,3168,lunes,2,Samantha,Torres,el triunfo,4,71,1.8,4.88,346.48,san cristobal,624
febrero,1125,jueves,10,Samantha,Sanchez,el triunfo,3,75,1.69,4.74,355.5,caracas,567
enero,6270,martes,15,Sofía,Sanchez,el triunfo,2,24,0.83,3.38,81.12,san cristobal,624
marzo,2743,domingo,15,Miguel,Perez,el triunfo,3,39,1.69,4.74,184.86,san cristobal,706
enero,6630,domingo,18,Mia,Martinez,el triunfo,3,37,1.69,4.74,175.38,valencia,624
enero,4179,martes,12,Valentina,Jimenez,el triunfo,4,53,1.8,4.88,258.64,cucuta,624
febrero,5368,jueves,9,Miguel,Gonzalez,el triunfo,2,98,0.83,3.38,331.24,valencia,567
enero,1244,domingo,2,Valentina,Garcia,el triunfo,3,8,1.69,4.74,37.92,san cristobal,624
marzo,4309,lunes,22,Valentina,Torres,el triunfo,0,42,1.25,3.24,136.08,cucuta,706
enero,2519,miercoles,11,Mia,Perez,el triunfo,6,94,0.65,4.25,399.5,caracas,624
febrero,5815,miercoles,9,Lucas,Soto,el triunfo,3,94,1.69,4.74,445.56,caracas,567
marzo,4179,martes,1,Valentina,Jimenez,el triunfo,7,48,0.52,4.78,229.44,caracas,706
